,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
1915,Wallo,Wallo is a personal finance service that helps people to track and manage their money easily and for free. Wallo provides timely customized recommendations on the smartest deals from service providers.,"Advertising, Saas",Consumer,FintechAI & Big Data Seed,2.0,,,Founded: 2011,,5.0,
1916,Wappa Technology,Create and share live videos while watching your friends' reactions.,Software licence,Consumer,Digital Content & MediaCloud & Edge ComputingTraveltech & Leisure  Pre-seed,1.0,,,Founded: 2014,,0.0,
1917,Washa Logistics SL,Marketplace to connect companies to share spaces.,Marketplace,,Logistic TechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2020,,0.0,
1918,Washrocks,Washrocks is a laundry and dry cleaning delivery app 24/7 .,Ecommerce & Trade,"Business, Consumer",Logistic TechAI & Big Data Seed,2.0,,,Founded: 2014,,10.0,
1919,Wastip,"A enterprise that has created a comprehensive waste management platform. It is a tool that facilitates the comprehensive management of landfills and improves the efficiency, control and transparency of the service.","Consultancy & Agency, R+D+I Services","Business, Consumer",Digital Content & MediaCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
1920,Watchity,"We'll bring the power of professional live video to every organization Watchity is the first cloud-based live video production platform that allows users without previous experience in video production to create high quality live video productions in a simple and affordable way. With Watchity, they can use low-cost wireless cameras and smartphones instead of expensive broadcast cameras, and browser-based live editing tools instead of complex mobile unit trucks.",Saas,Business,Digital Content & MediaConnectivityCommunity & Social network  Series A,3.0,,,Founded: 2015,,14.0,
1921,Waterologies,"Waterologies know whow merges the most advanced research in electrochemistry, nanotechnology and biosensor technology in water engineering. The technologies in which Waterologies´ industrial equipment are based on, consist in the production of disinfectants respectful to the environment. Waterologies incorporates portable drinkable water devices by smartphone applied to intelligent purification equipment and water treatment.","Development & Manufacturing, R+D+I Services",Business,Green & EnergytechIoT & SensorsAdtech Recycling & Recovery  Pre-seed,1.0,,,Founded: 2013,,7.0,
1922,Wattabit,"WATTABIT is an online platform which transforms energy (Watts) into information (bits), facilitating the energy management related decision making process.",R+D+I Services,,Green & EnergytechIoT & Sensors Pre-seed,1.0,,,Founded: 2013,,0.0,
1923,Wattacars,"Our Company is an online Marketplace specializing in Electric Car Rental. We act as an agent for other companies that have electric (and hybrid) fleets to rent, help customers and offer information about Hotels that have charging points.",Marketplace,Consumer,Sustainable mobilityElectric Vehicle & MicromobilityTraveltech & Leisure  Pre-seed,1.0,,,Founded: 2015,,1.0,
1924,Wavee,"We develop membership sites to improve communication and knowledge sharing within groups of all kinds. Wavee also includes a fully-integrated marketplace that helps monetize the community's activity, and Business Intelligence tools that offer our clients all the information they need to make the most of their membership sites.","Advertising, Development & Manufacturing, Marketplace, Saas, Software licence",Business,Community & Social networkCloud & Edge ComputingAdtech Business Services & Software Digital Content & Media ICT & Mobile  Seed,2.0,,,Founded: 2014,,5.0,
1925,Wavier-Project X,Crowdfunding platform for musical events.,"Ecommerce & Trade, Marketplace",Consumer,Digital Content & MediaAI & Big Data Pre-seed,1.0,,,Founded: 2014,,0.0,
1926,Wayalia,Wayalia is a startup that provides social health care services for the elderly and dependent adults.,R+D+I Services,,HealthtechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
1927,Waynabox,"Spontaneous citybreaks to a surprise destination for the pre-established price of €150. Two days before departure, travelers discover where they are flying.",Ecommerce & Trade,Consumer,Traveltech & LeisureAI & Big Data Series A,3.0,,,Founded: 2014,,15.0,
1928,WeAR Technologies,WeAR Technologies help patients and therapists to improve and accelerate the physical rehabilitation process.,,Business,HealthtechIoT & Sensors Seed,2.0,,,Founded: 2017,,3.0,
1929,WeFish - Fishing Diary and Forecast,"Wefish is the sport fishing app you were looking for: simple, interactive, social and confidential. Create your fishing diary with private location, get the best weather forecasts and fishing predictions, discover your most effective fishing spots, meet and learn from anglers from all over the world… And much more!",,"Archipielago Next, Cindes, Innoventures SL, n.a.",ICT & MobileAI & Big Data Seed,2.0,,,Founded:,,0.0,
1930,WeFitter,"WeFitter is a gamification fitness platform that promotes, motivates and rewards active and healthy lifestyles. Our aim is to motivate and encourage end-users to be more consistent in their physical activity and turn it into a lifelong habit. Users can connect their workout with any tracking app, wearables or gym machines. The data workout is sent to WeFitter and is converted in points. People may then establish discounts, challenges or compete against other users or friends.","Saas, Software licence","Business, Consumer",HealthtechAI & Big DataHardware Sports Beauty & Personal care  Seed,2.0,,,Founded: 2015,,0.0,
1931,WeSmartPark,"WeSmartPark (WSP) promotes the collaborative economy by providing access to otherwise unused or underused parking lots in densely populated cities. Equipment is installed, cost-free for the parking lot or parking space owner, to track availability and occupancy in real time. WSP offers parking for at least 60% lower than the average cost and recovers the investment by sharing the income equally (50/50) with the parking lot owner. The patented technology is unique and allows for the number of parking lots in a city to be doubled. Drivers can view, reserve and find parking spaces via web browser or our mobile app (APP), using what GooglePlay describes as the best sector APP.",Ecommerce & Trade,"Business, Consumer",Sustainable mobilityIoT & Sensors Series A,3.0,,,Founded: 2012,,7.0,
1932,Web Design Sun®,We are Web Design and Development Fully Remote Company focused on Client’s Results and Revenue.,,,Digital Content & MediaAI & Big Data Series A,3.0,,,Founded: 2015,,0.0,
1933,Webdom Labs,We create photovoltaic installation monitoring systems.,"Development & Manufacturing, Software licence",Business,Green & EnergytechIoT & SensorsAI & Big Data Cloud & Edge Computing Connectivity Automation  Seed,2.0,,,Founded: 2011,,1.0,
1934,Wemuse,"wemuse is the first app specifically designed to help companies with their product selection. Using wemuse you can obtain instantly feedback from your teams on your phone. You can share your company's products with those who know your customers' preferences better: your employees. 



You can also receive recommendations and feedback about your stock in shop and about those items that lacks your collection but your customers are asking for.",Saas,"Business, Consumer",ICT & MobileCloud & Edge Computing Pre-seed,1.0,,,Founded: 2018,,1.0,
1935,Wezero,wezero is an online zero waste shop: We offer food and non food products to Barcelona inhabitants in returnable or biodegradable packaging with carbon-free deliveries.,"Ecommerce & Trade, Other types of licence",Business,EcommerceNBS (Nature Based Solutions) Pre-seed,1.0,,,Founded: 2021,,9.0,
1936,Whakoom,"Whakoom helps to keep your collection always up to date. Control when new numbers appear in collections, forget about duplicates and plan purchases with wish list.",,,SportsCloud & Edge Computing Pre-seed,1.0,,,Founded: 2013,,0.0,
1937,Whimed,Whimed is the largest marketplace of experts and personal shoppers in Spain and works in fashion and technology.,"Advertising, Ecommerce & Trade, Marketplace","Business, Consumer",Fashion & DesignAI & Big Data Pre-seed,1.0,,,Founded: 2014,,0.0,
1938,Whole Genix,"Our company is a pioneer in translational medicine . Our company with attached professionals to provide genetic advice on projects of biotechnology, NGS data analysis, data mining, machine learning and personalized medicine.","Consultancy & Agency, R+D+I Services, Software licence",Business,HealthtechAI & Big Data Seed,2.0,,,Founded: 2014,,7.0,
1939,WiPass,,Subscription,Consumer,ICT & MobileNo technology assigned Pre-seed,1.0,,,Founded: 2019,,2.0,
1940,Wictories,Our goal is to be the leaders in the field of online contests and to increasingly expand our gaming possibilities for users and promotion for sponsors.,Advertising,"Business, Consumer",Digital Content & MediaAI & Big Data Pre-seed,1.0,,,Founded: 2018,,0.0,
1941,Wide Eyes Technologies,Deep learning and artificial intelligence technologies for the fashion industry,"R+D+I Services, Saas, Subscription",Business,Digital Content & MediaAI & Big DataAdtech Business Services & Software Ecommerce Fashion & Design AR/VR  Series A,3.0,,,Founded: 2013,,24.0,
1942,Widoit.com,Platform that establishes direct and intermediary-free contact between companies and professionals that need to transport their goods by road all over Europe and companies with the vehicles to do so.,,,Logistic TechNo technology assigned Undisclosed Funding,-1.0,,,Founded: 2012,,4.0,
1943,Wild Audience,Wildaudience helps companies build authentic relationships using marketing automation to grow.,"Advertising, Saas",,AdtechCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2019,,0.0,
1944,Wildbytes,We generate World’s first immersive experiences and product ventures through creative uses of AR/VR/AI tech.,"Advertising, Consultancy & Agency, Development & Manufacturing, Saas, Subscription",Business,Digital Content & MediaAR/VR Pre-seed,1.0,,,Founded: 2011,,5.0,
1945,WindowSight,"WindowSight is an app to stream visual art to your TV. Our mission is to revolutionize the art industry providing an accessible, digital and HQ art experience by bringing high quality digital artworks to homes worldwide.",,Consumer,Digital Content & MediaConnectivity Pre-seed,1.0,,,Founded: 2012,,0.0,
1946,Wineissocial,"Wineissocial is a place at which to discover, learn about and enjoy wine easily, simply and in a fun way.",Ecommerce & Trade,"Business, Consumer",FoodtechAI & Big Data Series A,3.0,,,Founded: 2011,,13.0,
1947,Wisar,"Wisar represents the talent of highly skilled professionals with flexible working needs, matching their skills, knowledge and experience with a wide range of relevant on-demand projects and flexible job offers adapted to their work/life balance needs",Consultancy & Agency,"Business, Consumer",Business Services & SoftwareCloud & Edge Computing Seed,2.0,,,Founded: 2016,,0.0,
1948,Wish&Fly,"Wish&Fly aims to offer the ultimate travel pack service tailored to the customer needs and budget,  which allows them to live an unforgettable experience at the same time.



We take advantage of our algorithms to gather,  process and optimize multiple travel data,  giving our customers a travel pack which enrolls them into surprise trip where they discover the final destination 48h before departing.","Ecommerce & Trade, R+D+I Services",Consumer,Traveltech & LeisureAI & Big Data Pre-seed,1.0,,,Founded: 2017,,4.0,
1949,Wolorent,The rental platform for new generations of owners and tenants. Change the way you rent and live the experience.,,,ProptechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2019,,0.0,
1950,Woman'sBack,"We've designed and patented a backpack for women who had gone through berast cancer and want to do exercise and avoid developing lymphedema in the arm. Our backpacks are adapted in Barcelona.  We want to create a community of women, to help each other.","Development & Manufacturing, Ecommerce & Trade, Marketplace, Saas","Business, Consumer",Fashion & DesignNo technology assigned Pre-seed,1.0,,,Founded: 2018,,7.0,
1951,Wooda,Help the Digital Nomads to find their accommodation in Coliving around the world.,"Marketplace, Subscription","Business, Consumer",ProptechCloud & Edge ComputingDigital Content & Media Community & Social network Traveltech & Leisure AR/VR AI & Big Data IoT & Sensors  Pre-seed,1.0,,,Founded: 2021,,2.0,
1952,Woodys Bcn,"Creation, production and marketing of glasses. Young and colorful design.","Development & Manufacturing, Ecommerce & Trade, Marketplace","Business, Consumer",HealthtechAI & Big Data Pre-seed,1.0,,,Founded: 2013,,12.0,
1953,Workdeck Digital Workplace,"This company has brought out an all-in-one software. A workspace and platform that increases the productivity and engagement of a company's employees. Artificial intelligence that improves decision-making at all levels, flexibility and control for remote work management, unprecedented automation to save time and money, etc.","Consultancy & Agency, Development & Manufacturing, Saas, Software licence","Business, Consumer",Business Services & SoftwareCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2021,,4.0,
1954,Workkola,"Workkola is a collaborative marketplace for experiential learning that connects students and startups on a project by project basis. We aim to bridge the gap between higher education and the startup world by pushing the boundaries of the traditional learning. We are creating a more realistic, integrated and cooperative relationship between both worlds.",Marketplace,Consumer,EdtechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2016,,0.0,
1955,Workmeter,"WorkMeter is a productivity software that delivers objective data so employees can evaluate their own performance, better manage their time and view structural changes positively.  WorkMeter offers organisations an objective system that enables them to establish continuous improvement in work performance. It improves individual commitment and workplace motivation, allowing employees to see their individual contribution as well as that of the entire team.","Software licence, Other types of licence",Business,Business Services & SoftwareAI & Big Data Series A,3.0,,,Founded: 2011,,5.0,
1956,Worldcoo,"Worldcoo is the tech leading tool for funding high social impact projects and causes all over the world. Giving in just a click. Working with top ecommerce, online banking entities, and now physical POS & retailers, we have funded over 200 projects in more than 50 countries.","Consultancy & Agency, Marketplace",Business,Community & Social networkCloud & Edge Computing Series A,3.0,,,Founded: 2012,,11.0,
1957,Wosh,Laundry and dry cleaning on-line through app with pickup & delivery service with CO2 Zero Emissions.,Other types of licence,,EcommerceAI & Big Data Seed,2.0,,,Founded: 2019,,4.0,
1958,WtsWrng,"Mangrana is a scalable eHealth platform , WtsWrng is the first product and the first step of what will be virtual, universal and unlimited access to primary health like counselling to guide, care, monitor and educate citizens with common symptoms such cough, head or abdominal pain,  diarrea,  among others  ,  meanwhile capturing sociodemografic, habits, use of  medicines and symptoms behaviours information from worldwide citizens , without the need of using written or speaking language.","Other types of licence, Subscription","Business, Consumer",GamingAI & Big DataBeauty & Personal care  Series A,3.0,,,Founded: 2014,,7.0,
1959,X1 Wind,X1wind is a technology-based company looking for smarter solutions to solve the climate challenge and to change the way we produce energy and radically minimize the impact we have on the environment.,,n.a.,Green & EnergytechAutomation Series A,3.0,,,Founded: 2017,,0.0,
1960,XPERTOPOLIS,Marketplace to put in contact freelancers with companies that need their services,"Advertising, Marketplace, Saas","Business, Consumer",Business Services & SoftwareAI & Big DataICT & Mobile  Pre-seed,1.0,,,Founded: 2020,,5.0,
1961,Xatkit,The e-commerce chatbot with artificial intelligence that responds in less than 5 minutes. These robots work immediately and collect all the data from the company store to automatically provide the correct answer to each customer. They specialize in WooCommerce. The customer will sell more by doing less with these chabots.,"Ecommerce & Trade, Saas","Business, Consumer",EcommerceAI & Big DataICT & Mobile  Undisclosed Funding,-1.0,,,Founded: 2021,,0.0,
1962,Xatkit,Development of: 1- custom chatbots for any company needs and 2 - commercialization of pretrained chatbots for specific domains such as eCommerce on a SaaS model,"Consultancy & Agency, Saas",Business,ICT & MobileAI & Big Data Pre-seed,1.0,,,Founded: 2021,,0.0,
1963,Xceed Dev Spain,"Nightlife 3.0 Xceed is disrupting the nightlife industry by providing a cloud solution for both party-people –to browse and join events–, and venues –to manage and promote them better–.","Advertising, Marketplace, Saas, Software licence","Business, Consumer",Traveltech & LeisureAI & Big DataAdtech Ecommerce Community & Social network  Series A,3.0,,,Founded: 2015,,22.0,
1964,Xkelet,XKELET want to change the paradigm of tradicional metode of post-traumatic and therapeutic fixed assets.,"Development & Manufacturing, R+D+I Services, Software licence, Subscription",Business,HealthtechAdditive manufacturingSports AI & Big Data IoT & Sensors Automation Digital Health Recycling & Recovery  Series A,3.0,,,Founded: 2015,,6.0,
1965,Y TalentFY,Recruiting,"Marketplace, Software licence, Subscription",Business,Business Services & SoftwareAI & Big Data Seed,2.0,,,Founded: 2019,,3.0,
1966,YADO,"YADO is a marketplace that connects Users with Spaces that the users can go and work from. This Spaces are hotels, coworkings, restaurants, cafés, etc. We try to give a second life or use to Spaces that during a few hours are empty (like hotels common areas) and we do a push for the ""digital nomad"" or freelancer lifestyle. The coworking sector is increasing and it seems that the trend is that companies will hire more and more freelancers for projects and not hire them as employees.","Marketplace, Subscription",Consumer,Business Services & SoftwareAI & Big Data Pre-seed,1.0,,,Founded: 2019,,5.0,
1967,YO TAMBIÉN LEO,"I also read is the ideal application for children with Down syndrome, autism or other types of intellectual disabilities to learn to read. Based on the global reading method, the app is specially designed to adapt to the needs of these children in order to enhance their abilities.","Saas, Software licence",Consumer,EdtechCloud & Edge ComputingICT & Mobile  Undisclosed Funding,-1.0,,,Founded: 2020,,0.0,
1968,Yaba,"They buy, fund and give support to the growth of business based on Amazon FBA. They seek products leaders in its categories with a strong sales history, reviews, ratings and ability to scal",Consultancy & Agency,Business,Digital Content & MediaAI & Big Data Series C,5.0,,,Founded: 2020,,0.0,
1969,Yasyt,"Yasyt is a company born with the mission of developing social robotics programs and voice devices and artificial intelligence in social care and home hospital environments. He works with Pepper, a social robot manufactured by SoftBank Robotics that is designed to interact with people in a friendly way through multimodal communication.","Development & Manufacturing, Saas, Subscription","Business, Consumer",HealthtechAI & Big DataDigital Health  Pre-seed,1.0,,,Founded: 2018,,4.0,
1970,Yeesshh,"Yeesshh open access to exclusive advertising traffic. with an impression by impression live buy, based on advanced bidding system",Consultancy & Agency,Business,AdtechAI & Big Data Pre-seed,1.0,,,Founded:,,4.0,
1971,Yego,Yego is an startup created in Barcelona offering electric vehicle sharing service.,Subscription,"PONOOC, The Crowd Angel",Sustainable mobilityIoT & Sensors Series C,5.0,,,Founded: 2016,,0.0,
1972,Yieldr,"Yieldr's adaptive programmatic platform (APP) empowers social, mobile and online display media buyers. Its agile algorithmic decisioning and predictive optimization engine captures and activates users through prospecting and remarketing campaigns.","Advertising, Saas",Business,AdtechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2012,,0.0,
1973,Yotuyeah,"yotuyeah! is an online community of entrepreneurs with different proposals that become projects of all kinds, and in which each person can participate and undertake, sponsor or collaborate with their time and knowledge.","Marketplace, R+D+I Services, Software licence",Business,Community & Social networkCloud & Edge Computing Seed,2.0,,,Founded: 2013,,6.0,
1974,You Can Deco,Custom reforms for very busy owners.,"Consultancy & Agency, Software licence",,ProptechConnectivity Pre-seed,1.0,,,Founded: 2016,,0.0,
1975,Youdrop,"Youdrop is a Glocal Social Network. So, an App that allows you to meet people, places and events in your environment.",Subscription,,Community & Social networkCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
1976,Yoy,"Desarrollamos soluciones tecnológicas inmersivas para empresas e instituciones, mediante la entrega de un nuevo formato de formación y entrenamiento, de forma segura y fiel a la experiencia real.",Software licence,,Business Services & SoftwareAR/VR Undisclosed Funding,-1.0,,,Founded: 2013,,0.0,
1977,Ypsicon,"Ypsicon is a technological company established in  Barcelona whose main mission is to develop new technologies for process the food, cosmetic and healthcare industries.     After several years of research, YPSICON has scaled up and developed three disruptive technologies (protected by patents globally) that remarkably improve the industrial standard processes of sterilization, pasteurization and bottling of liquids based on thermal and/or chemical treatments.","Consultancy & Agency, Development & Manufacturing, Marketplace, R+D+I Services, Other types of licence","Business, Consumer",FoodtechAutomationBeauty & Personal care Frontier materials Micro & Nano electronics Bioengineering & Regenerative medicine  Seed,2.0,,,Founded: 2011,,4.0,
1978,Yter,"Led visual comfort. Company dedicated to manufacturing of lamps, lighting equipment and fixtures of all kinds, developed and manufactured by the company itself or manufactured by others. Disseny manufacturing in light and especialited in retrofid street-lighting .",Development & Manufacturing,Business,Business Services & SoftwareNBS (Nature Based Solutions) Seed,2.0,,,Founded: 2015,,1.0,
1979,Yumm,Yumm! uses an intelligent recommendation system to suggest the most attractive dishes and restaurants to each user. It is also a digital menu platform and a restaurant booking app.,Saas,,FoodtechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2016,,0.0,
1980,Yumminn,We are developing a solutions that solves one of the main problems for restaurants and customers: the time lost when paying the bill. Our goal is to replace traditional payment terminals with mobile payments through QR codes that will virtually eliminate waiting time at checkout.,"Marketplace, Saas",Business,FoodtechIoT & Sensors Undisclosed Funding,-1.0,,,Founded: 2021,,3.0,
1981,Yüup,"Yüup replanteja el procés de contractació. Incorporen valors a la seva equació: redissenyar el procés orientat a les persones, incorporar talents joves a l'empresa i establir un ecosistema de suport als empleats. El seu procés de contractació incorpora criteris d'avaluació dels candidats més complets, que poden crear una cultura d'empresa més sòlida, orientada a les persones i innovadora.","Consultancy & Agency, Subscription","Business, Consumer",Business Services & SoftwareNo technology assigned Undisclosed Funding,-1.0,,,Founded: 2021,,0.0,
1982,ZAPPER,Zapper offers an easy payment app for meals. Also a platform for restaurants that helps to increase revenues through efficiencies and targeted promotions.,,,Traveltech & LeisureCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2014,,0.0,
1983,ZECARDIO THERAPEUTICS,ZeCardio Therapeutics (ZeCardioTx) is a pharma company that will change the way we discover cardiovascular drugs.,Saas,"Business, Consumer",HealthtechBioengineering & Regenerative medicine Pre-seed,1.0,,,Founded: 2019,,0.0,
1984,ZENMNESS,Zenmness is a technology company that develops SW for health market.,R+D+I Services,Business,HealthtechAR/VR Undisclosed Funding,-1.0,,,Founded: 2015,,0.0,
1985,ZERTIFIER,"At Zertifier we use blockchain technology to enhance customer engagement bridging physical and digital worlds. Zertifier combines the power of IoT, blockchain and smart contracts and provides complete, immutable and automated solutions, including product traceability, anticounterfeit, documents certification, secure data transfer, NFT's and tokenization. The access to data and its certification is simplified through the use of our intuitive dApps.","Consultancy & Agency, Marketplace, Saas, Subscription",Business,ICT & MobileDLT/BlockchainRobotics & Collaborative Robotics  Pre-seed,1.0,,,Founded: 2021,,7.0,
1986,Zank,"Platform that places solvent people who are seeking a loan and want to pay fairer interest in contact with people who have money to invest and wish to obtain a bigger return. This all takes place online through an automated, simple and secure platform.",,Consumer,FintechCloud & Edge Computing Seed,2.0,,,Founded: 2013,,8.0,
1987,Zatro,We create shoes and accessories brands and we sell them online.,Ecommerce & Trade,Consumer,Fashion & DesignNo technology assigned Seed,2.0,,,Founded: 2013,,16.0,
1988,ZeClinics,"ZeClinics is a Biotech company offering zebrafish services for drug discovery, pre-clinical safety and efficacy screenings of novel compounds. We have key clients within the Pharma and Biotech sectors, although we are active in other sectors: Cosmetics and Agroindustry. Our track records and more than 25.000 scientific publications guarantee that using zebrafish in preclinical early phases could save up to 10X time and budget in R&D with a 95% predictivity on the effect of new drugs in humans.",R+D+I Services,Business,HealthtechBioengineering & Regenerative medicine Series A,3.0,,,Founded: 2013,,25.0,
1989,Zeena,Launching a new brand Zeena proving wine in a can. Here more info about the value proposition we offer : https://www.viaempresa.cat/es/innovacion/startups-catalanas-industria-alimentaria_2157129_102.html,"Development & Manufacturing, Ecommerce & Trade",Consumer,FoodtechRecycling & Recovery Undisclosed Funding,-1.0,,,Founded: 2020,,0.0,
1990,Zolertia,"Hardware and software enabling products, electronic modules and firmware frameworks, to simplify the creation of IoT devices and solutions, just with an ""embed and play"" implementation","Development & Manufacturing, Marketplace, R+D+I Services, Others",Business,HardwareIoT & SensorsICT & Mobile AI & Big Data Cloud & Edge Computing Connectivity  Seed,2.0,,,Founded: 2014,,2.0,
1991,Zonair3D,"Zonair3D is a 100% Spanish capital company, based in Barcelona, and it's the company behind the revolutionary product BUBBLE. Pure air.",,,HardwareAutomation Undisclosed Funding,-1.0,,,Founded: 2016,,0.0,
1992,Zymvol Biomodeling SL,"Zymvol Biomodeling SL is a privately owned biotech company specialized in computer-driven enzyme discovery and engineering. The company's vision is to catalyze the replacement of unsustainable chemical processes, which often use expensive and contaminating metal catalysts by clean and sustainable biocatalysts.",Consultancy & Agency,Consumer,HealthtechBioengineering & Regenerative medicine Series A,3.0,,,Founded: 2017,,7.0,
1993,Zyrcular,"Development, production and distribution of alternative protein foods.","Development & Manufacturing, Ecommerce & Trade, R+D+I Services",Consumer,FoodtechNo technology assigned Undisclosed Funding,-1.0,,,Founded: 2019,,4.0,
1994,anAPPhylaxis,"Our mission is to improve the quality of life of patients with severe allergies requiring epinephrine. We have developed a smart case for epinephrine autoinjectors connected via Bluetooth to a mobile app that helps patients manage their condition day-to-day and during anaphylaxis: controls treatment condition, avoids forgetting the autoinjector, video-instructions, alerts contacts and emergency services when a reaction occurs...In addition, we are also developing a smart box for public places.",Development & Manufacturing,"Business, Consumer",HealthtechIoT & Sensors Seed,2.0,,,Founded: 2014,,2.0,
1995,animalear.com,"Animalear is a Spanish online retailer of pet food and accessories.  It's also a pet services marketplace and a social app to find friends according to the pet that you like. Although it has only been operating for 3 years, it has grown quickly and now plays an important role on the pet market in Spain. The website offers innovative auto shipment sales. The website also offers products to meet the requirements of customers' pets and gives automatically advices.","Ecommerce & Trade, Marketplace, Others",Consumer,Community & Social networkAI & Big Data Series A,3.0,,,Founded: 2013,,15.0,
1996,appOrigen,"Own technology. Standard that allows the development of custom management applications, any type of application for any segment.","Consultancy & Agency, R+D+I Services, Software licence","Business, Consumer",ICT & MobileCloud & Edge Computing Seed,2.0,,,Founded: 2017,,14.0,
1997,aware.doctor,"Queremos que los médicos alcancen todo su potencial profesional, que su aprendizaje sea enriquecedor y divertido, una experiencia que les acompañe siempre. Queremos que entren en contacto con profesionales experimentados, que conozcan sus secretos. Queremos ser sus aliados, proveerles con todas las herramientas que puedan necesitar para su formación médica.","Ecommerce & Trade, Marketplace, R+D+I Services, Other types of licence",Business,HealthtechAutomationEdtech  Seed,2.0,,,Founded: 2017,,1.0,
1998,b-resol,"With b-resol we give voice to students to anonymously report any kind of conflict to the teachers they trust in school, using an app. And the center can easily manage and document the incidents according to their own regulations. #StopBullying With co-resol we enable employees to anonymously report any kind of concern or misconduct to the staff they trust in the organization, using an app. And the organization can manage and document the incident according to Compliance rules. #Whistleblowing","Saas, Software licence",Business,EdtechConnectivityHealthtech ICT & Mobile Legaltech AI & Big Data Cybersecurity DLT/Blockchain  Seed,2.0,,,Founded: 2016,,3.0,
1999,beder,"beder is a travel-tech app that allows users to explore the world and decide where to go and what to do on their next trip in an easy and visual way.

beder is currently on late-stage beta testing and will be publicly available in April 2022.","Advertising, Marketplace","Business, Consumer",Traveltech & LeisureAI & Big Data Pre-seed,1.0,,,Founded: 2020,,7.0,
2000,betterchain,Crowdsourcing risk and impact data at the origin of supply chains,Saas,Business,ICT & MobileDLT/Blockchain Undisclosed Funding,-1.0,,,Founded: 2017,,43.0,
2001,biid,"Biid is a technological startup that provides a secure digital identity on mobile devices that allows users securely to authenticate, sign documents digitally and confirm transactions in a user-friendly way. Our technology is based on asymmetric cryptography and advanced digital certificates, and the final user interacts with the system via the mobile device.",Others,Business,ICT & MobileCybersecurity Series A,3.0,,,Founded: 2014,,10.0,
2002,billy mob,Billy Mobile is a leading affiliate platform operating exclusively in the mobile arena of the ad tech industry.,"Advertising, Software licence",,AdtechNo technology assigned Pre-seed,1.0,,,Founded: 2015,,0.0,
2003,blesbert,Redefining the watch industry creating unique high-quality timepieces which combine minimalism and carbon fiber parts.,Ecommerce & Trade,Consumer,HardwareIoT & Sensors Pre-seed,1.0,,,Founded: 2020,,0.0,
2004,bonoom,"Bonoom has developed a network-shaped platform that helps patients, health professionals and health centers to manage their activity as a low-cost HIS, while allowing them to interact and exchange information, including EHR, with celerity, transparency and complying with privacy laws. It is a free tool for patients and has free tools for professionals. Premium and Business versions are tools for independent professionals and health centers that are paid as a SaaS.","Saas, Subscription",Business,HealthtechCloud & Edge Computing Series A,3.0,,,Founded: 2016,,6.0,
2005,bound4blue,Our mission is to deliver automated wind-assisted propulsion systems as a turn-key solution to all shipowners and operators looking to decrease their fuel-related costs and pollutant emissions. The solution is validated with a user-friendly automated control system. Everything is included in a turn-key package suitable for introducing the wingsails both in newbuilt vessels and in the existing ones.,Development & Manufacturing,Business,Green & EnergytechAutomationSustainable mobility  Series B,4.0,,,Founded: 2014,,15.0,
2006,carts guru,Carts Guru is a multichannel automation tool for e-merchants.,Advertising,,AdtechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2018,,0.0,
2007,deDrones,"Sell drone kits

Sell educational kits

Sell 3d printers

Sell drone components","Development & Manufacturing, Ecommerce & Trade, R+D+I Services, Saas, Software licence, Subscription",Business,HardwareRobotics & Collaborative Robotics Seed,2.0,,,Founded: 2019,,13.0,
2008,eFoodPrint ENV,Development of software for the agri-food sector. As well as in-house developments such as eFoodPrint ENV. We also adapt and develop specific software for service companies associated with the agri-food sector.,"Saas, Subscription",Business,AgritechAI & Big Data Pre-seed,1.0,,,Founded: 2013,,3.0,
2009,ePickG,"ePickG developed the first AI engine able to apply real time image recognition from an online stream, interpret what’s happening, and predict the outcome of the game based on advanced models, delivering entertainment to the user in real time",Software licence,,GamingCloud & Edge Computing Seed,2.0,,,Founded: 2016,,0.0,
2010,ePickbets,eSports platform where you can bet without real money and watch games live! New eSports entertainment website. Enjoy eSports in a different way!,Ecommerce & Trade,Consumer,SportsAR/VRTraveltech & Leisure  Undisclosed Funding,-1.0,,,Founded: 2016,,0.0,
2011,eSea,Manufacture and sale of nautical electric motors.,Development & Manufacturing,Business,SportsAutomation Undisclosed Funding,-1.0,,,Founded: 2019,,1.0,
2012,eXplorins,A real life storytelling - content marketing,"Consultancy & Agency, Marketplace, Saas, Subscription",Business,Traveltech & LeisureConnectivity Seed,2.0,,,Founded: 2019,,5.0,
